Cluster_ID,X_mm,Y_mm,Z_mm,Size_X_mm,Size_Y_mm,Size_Z_mm,Volume_mm3,Num_Faces
0,4856.841,-741.819,1870.871,16.19,30.00,16.42,7979.67,716
